"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","HCPL","HDIF","HEFF","HNDB","HPL","HPV","HTRP","HVOL","MI","MIMS","MISEI","MISM","McCC","NL","NLE","NII","NOI","CD","CLOC","DLOC","TCD","TCLOC","LLOC","LOC","NOS","NUMPAR","TLLOC","TLOC","TNOS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Android Rules","Basic Rules","Brace Rules","Clone Implementation Rules","Clone Metric Rules","Code Size Rules","Comment Rules","Complexity Metric Rules","Controversial Rules","Coupling Metric Rules","Coupling Rules","Design Rules","Documentation Metric Rules","Empty Code Rules","Finalizer Rules","Import Statement Rules","J2EE Rules","JUnit Rules","Jakarta Commons Logging Rules","Java Logging Rules","JavaBean Rules","MigratingToJUnit4 Rules","Migration Rules","Migration13 Rules","Migration14 Rules","Migration15 Rules","Naming Rules","Optimization Rules","Runtime Rules","Security Code Guideline Rules","Size Metric Rules","Strict Exception Rules","String and StringBuffer Rules","Type Resolution Rules","Unnecessary and Unused Code Rules","Vulnerability Rules"
"L448","void setConf(Configuration conf)","org.apache.hadoop.tools.HadoopArchives.setConf(LConfiguration;)V","L414","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.6.0\hadoop-tools\hadoop-archives\src\main\java\org\apache\hadoop\tools\HadoopArchives.java","111","3","125","4","0","0","0","0","0","0","0","0","104.711","17.8125","4319.52","265.231","51","27","239.973","242.499","102.911","60.1818","105.935","61.9504","3","1","1","1","0","0.214286","3","0","0.214286","3","11","15","6","1","11","15","6","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L455","Configuration getConf()","org.apache.hadoop.tools.HadoopArchives.getConf()LConfiguration;","L414","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.6.0\hadoop-tools\hadoop-archives\src\main\java\org\apache\hadoop\tools\HadoopArchives.java","127","3","129","4","0","0","0","0","0","0","0","0","17.5098","3","72","17.307","8","8","4","24","136.447","79.7933","121.252","70.9075","1","0","0","2","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L456","HadoopArchives(Configuration conf)","org.apache.hadoop.tools.HadoopArchives.<init>(LConfiguration;)V","L414","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.6.0\hadoop-tools\hadoop-archives\src\main\java\org\apache\hadoop\tools\HadoopArchives.java","131","3","133","4","0","0","0","0","0","0","0","0","17.5098","4.5","135","26.3162","10","8","7.5","30","135.286","79.1148","119.578","69.9285","1","0","0","3","1","0","0","0","0","0","3","3","1","1","3","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L459","void checkPaths(Configuration conf, List<Path> paths)","org.apache.hadoop.tools.HadoopArchives.checkPaths(LConfiguration;LList;)V","L414","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.6.0\hadoop-tools\hadoop-archives\src\main\java\org\apache\hadoop\tools\HadoopArchives.java","136","3","144","4","0","0","0","0","0","0","0","0","111.89","19.5","3843.48","245.367","41","28","213.527","197.102","107.24","62.7132","102.845","60.1436","3","2","2","1","0","0.1","1","1","0.1","1","9","9","4","2","9","9","4","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"L477","void recursivels(FileSystem fs, FileStatusDir fdir, List<FileStatusDir> out)","org.apache.hadoop.tools.HadoopArchives.recursivels(LFileSystem;LFileStatusDir;LList;)V","L414","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.6.0\hadoop-tools\hadoop-archives\src\main\java\org\apache\hadoop\tools\HadoopArchives.java","153","3","168","4","0","0","0","0","0","0","0","0","134.039","33","12375","535.012","75","32","687.5","375","94.574","55.3065","98.7633","57.7563","3","2","2","1","3","0.304348","7","7","0.304348","7","16","16","9","3","16","16","9","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L562","boolean checkValidName(String name)","org.apache.hadoop.tools.HadoopArchives.checkValidName(Ljava/lang/String;)Z","L414","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.6.0\hadoop-tools\hadoop-archives\src\main\java\org\apache\hadoop\tools\HadoopArchives.java","284","3","292","4","0","0","0","0","0","0","0","0","77.303","9.625","1416.43","126.124","33","22","78.6904","147.161","108.759","63.6018","81.5107","47.6671","3","1","1","1","0","0","0","0","0","0","9","9","6","1","9","9","6","0","0","2","0","1","0","0","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L566","Path largestDepth(List<Path> paths)","org.apache.hadoop.tools.HadoopArchives.largestDepth(LList;)LPath;","L414","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.6.0\hadoop-tools\hadoop-archives\src\main\java\org\apache\hadoop\tools\HadoopArchives.java","295","3","303","4","0","0","0","0","0","0","0","0","64.9126","16.8","2497.78","184.093","35","19","138.766","148.677","108.706","63.5706","81.4338","47.6221","3","2","2","1","0","0","0","0","0","0","9","9","5","1","9","9","5","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L570","Path relPathToRoot(Path fullPath, Path root)","org.apache.hadoop.tools.HadoopArchives.relPathToRoot(LPath;LPath;)LPath;","L414","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.6.0\hadoop-tools\hadoop-archives\src\main\java\org\apache\hadoop\tools\HadoopArchives.java","311","3","329","4","0","0","0","0","0","0","0","0","113.93","26.6","11242.3","501.847","87","29","624.574","422.644","93.7221","54.8082","99.9854","58.471","4","3","2","2","0","0.36","9","6","0.36","9","16","19","13","2","16","19","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L574","void writeTopLevelDirs(Writer srcWriter, List<Path> paths, Path parentPath)","org.apache.hadoop.tools.HadoopArchives.writeTopLevelDirs(LSequenceFile.Writer;LList;LPath;)V","L414","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.6.0\hadoop-tools\hadoop-archives\src\main\java\org\apache\hadoop\tools\HadoopArchives.java","349","3","409","4","0","0","0","0","0","0","0","0","404.404","68.2692","129669","2561.87","304","76","7203.81","1899.37","65.5182","38.3147","59.7915","34.9658","11","5","5","1","4","0.35443","28","18","0.35443","28","51","61","33","3","51","61","33","0","0","2","1","0","0","1","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L631","void append(Writer srcWriter, long len, String path, String[] children)","org.apache.hadoop.tools.HadoopArchives.append(LSequenceFile.Writer;LLString;[LString;)V","L414","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.6.0\hadoop-tools\hadoop-archives\src\main\java\org\apache\hadoop\tools\HadoopArchives.java","411","3","414","4","0","0","0","0","0","0","0","0","75.6096","14.4","1770.98","146.378","28","21","98.3879","122.985","123.289","72.099","102.27","59.8069","1","0","0","2","1","0","0","0","0","0","4","4","1","4","4","4","1","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L651","void archive(Path parentPath, List<Path> srcPaths, String archiveName, Path dest)","org.apache.hadoop.tools.HadoopArchives.archive(LPath;LList;LString;LPath;)V","L414","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.6.0\hadoop-tools\hadoop-archives\src\main\java\org\apache\hadoop\tools\HadoopArchives.java","466","3","571","4","0","0","0","0","0","0","0","0","790.825","79.7357","268070","4157.5","478","131","14892.8","3361.98","52.9915","30.9892","32.314","18.8971","11","5","5","1","8","0.178571","20","6","0.178571","20","92","106","72","4","92","106","72","0","0","6","0","3","0","0","0","0","0","0","0","2","1","0","0","0","2","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"L838","int run(String[] args)","org.apache.hadoop.tools.HadoopArchives.run([Ljava/lang/String;)I","L414","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.6.0\hadoop-tools\hadoop-archives\src\main\java\org\apache\hadoop\tools\HadoopArchives.java","809","3","892","4","0","0","0","0","0","0","0","0","515.212","60.2667","152908","2859.48","388","93","8494.9","2537.19","56.3849","32.9736","34.5829","20.2239","17","4","4","0","3","0.137931","12","6","0.137931","12","75","84","52","1","75","84","52","0","0","5","8","1","0","0","0","0","0","0","0","2","0","0","0","2","2","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0"
"L854","void main(String[] args)","org.apache.hadoop.tools.HadoopArchives.main([Ljava/lang/String;)V","L414","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.6.0\hadoop-tools\hadoop-archives\src\main\java\org\apache\hadoop\tools\HadoopArchives.java","897","3","917","4","0","0","0","0","0","0","0","0","205.81","28","15992.3","634.756","104","45","888.46","571.153","89.6023","52.399","70.8495","41.4325","3","2","2","0","1","0.05","1","1","0.05","1","19","21","13","1","19","21","13","0","2","2","3","1","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"L882","String createFile(Path root, FileSystem fs, String[] dirsAndFile)","org.apache.hadoop.tools.TestHadoopArchives.createFile(LPath;LFileSystem;[LString;)LString;","L864","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.6.0\hadoop-tools\hadoop-archives\src\test\java\org\apache\hadoop\tools\TestHadoopArchives.java","78","3","82","4","0","0","0","0","0","0","0","0","83.6515","14.8571","2352.25","176.871","35","23","130.681","158.325","118.361","69.2169","95.1597","55.6489","1","0","0","5","1","0","0","0","0","0","5","5","2","3","5","5","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L886","String createFile(Path root, FileSystem fs, byte[] fileContent, String[] dirsAndFile)","org.apache.hadoop.tools.TestHadoopArchives.createFile(LPath;LFileSystem;[B[LString;)LString;","L864","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.6.0\hadoop-tools\hadoop-archives\src\test\java\org\apache\hadoop\tools\TestHadoopArchives.java","84","3","101","4","0","0","0","0","0","0","0","0","161.601","31.05","13587.3","569.406","84","37","754.85","437.594","91.8633","53.7212","57.1353","33.4124","3","2","2","2","0","0","0","0","0","0","18","18","11","4","18","18","11","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L898","void setUp()","org.apache.hadoop.tools.TestHadoopArchives.setUp()V","L864","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.6.0\hadoop-tools\hadoop-archives\src\test\java\org\apache\hadoop\tools\TestHadoopArchives.java","103","3","134","4","0","0","0","0","0","0","0","0","156.711","14.3182","8577.84","419.037","115","37","476.547","599.087","84.7327","49.5513","70.5399","41.2514","1","0","0","0","1","0.103448","3","0","0.103448","3","26","32","13","0","26","32","13","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L907","void tearDown()","org.apache.hadoop.tools.TestHadoopArchives.tearDown()V","L864","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.6.0\hadoop-tools\hadoop-archives\src\test\java\org\apache\hadoop\tools\TestHadoopArchives.java","136","3","141","4","0","0","0","0","0","0","0","0","37.9742","6.66667","345.374","49.2259","14","13","19.1875","51.8062","120.986","70.7523","99.0493","57.9236","2","1","1","0","0","0","0","0","0","0","6","6","2","0","6","6","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L908","void testRelativePath()","org.apache.hadoop.tools.TestHadoopArchives.testRelativePath()V","L864","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.6.0\hadoop-tools\hadoop-archives\src\test\java\org\apache\hadoop\tools\TestHadoopArchives.java","143","3","159","4","1","1","1","1","1","1","17","12","139.742","17.1429","6802.66","359.021","78","34","377.926","396.822","99.4004","58.1289","95.4379","55.8116","1","0","0","0","3","0.142857","2","0","0.142857","2","12","17","9","0","12","17","9","0","0","9","2","1","0","0","0","0","7","0","0","0","0","0","0","0","2","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"L913","void testRelativePathWitRepl()","org.apache.hadoop.tools.TestHadoopArchives.testRelativePathWitRepl()V","L864","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.6.0\hadoop-tools\hadoop-archives\src\test\java\org\apache\hadoop\tools\TestHadoopArchives.java","161","3","177","4","1","1","1","1","1","1","17","12","139.742","17.1429","6802.66","359.021","78","34","377.926","396.822","99.4004","58.1289","95.4379","55.8116","1","0","0","0","3","0.142857","2","0","0.142857","2","12","17","9","0","12","17","9","0","0","9","2","1","0","0","0","0","7","0","0","0","0","0","0","0","2","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"L916","void testPathWithSpaces()","org.apache.hadoop.tools.TestHadoopArchives.testPathWithSpaces()V","L864","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.6.0\hadoop-tools\hadoop-archives\src\test\java\org\apache\hadoop\tools\TestHadoopArchives.java","179","1","204","4","0","0","0","0","0","0","0","0","155.925","19.125","12254.6","531.536","123","37","680.81","640.763","88.6333","51.8323","78.8101","46.0877","1","0","0","0","3","0.130435","3","0","0.130435","3","20","26","17","0","20","26","17","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"L909","List<String> lsr(FsShell shell, String dir)","org.apache.hadoop.tools.TestHadoopArchives.lsr(LFsShell;LString;)LList;","L864","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.6.0\hadoop-tools\hadoop-archives\src\test\java\org\apache\hadoop\tools\TestHadoopArchives.java","206","3","243","4","0","0","0","0","0","0","0","0","397.332","55.5962","82765.3","1899.18","239","75","4598.07","1488.69","73.5938","43.0373","30.8798","18.0583","4","2","2","3","0","0","0","0","0","0","37","38","28","2","37","38","28","0","0","2","4","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"L942","void testReadFileContent()","org.apache.hadoop.tools.TestHadoopArchives.testReadFileContent()V","L864","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.6.0\hadoop-tools\hadoop-archives\src\test\java\org\apache\hadoop\tools\TestHadoopArchives.java","245","3","321","4","0","0","0","0","0","0","0","0","453.264","58.5","138736","2679.94","371","84","7707.54","2371.55","61.8142","36.1486","32.2079","18.835","5","5","4","0","10","0.057971","4","0","0.057971","4","65","77","45","0","65","77","45","0","0","3","1","4","0","0","0","0","0","0","0","1","0","0","0","0","2","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"L950","byte[] readAllSimple(FSDataInputStream fsdis, boolean close)","org.apache.hadoop.tools.TestHadoopArchives.readAllSimple(LFSDataInputStream;Z)[B","L864","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.6.0\hadoop-tools\hadoop-archives\src\test\java\org\apache\hadoop\tools\TestHadoopArchives.java","323","3","342","4","0","0","0","0","0","0","0","0","160.533","33.1429","11137.5","498.722","65","36","618.75","336.045","91.2995","53.3915","56.4237","32.9963","4","3","3","1","0","0","0","0","0","0","20","20","12","2","20","20","12","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L952","byte[] readAllWithBuffer(FSDataInputStream fsdis, boolean close)","org.apache.hadoop.tools.TestHadoopArchives.readAllWithBuffer(LFSDataInputStream;Z)[B","L864","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.6.0\hadoop-tools\hadoop-archives\src\test\java\org\apache\hadoop\tools\TestHadoopArchives.java","344","3","386","4","0","0","0","0","0","0","0","0","266.828","50.2105","47606.8","1313.55","164","55","2644.82","948.143","74.1669","43.3724","54.8696","32.0875","8","5","4","1","0","0.0930233","4","0","0.0930233","4","39","43","25","2","39","43","25","0","0","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L954","byte[] readAllWithReadFully(int totalLength, FSDataInputStream fsdis, boolean close)","org.apache.hadoop.tools.TestHadoopArchives.readAllWithReadFully(ILFSDataInputStream;Z)[B","L864","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.6.0\hadoop-tools\hadoop-archives\src\test\java\org\apache\hadoop\tools\TestHadoopArchives.java","388","3","427","4","0","0","0","0","0","0","0","0","258.704","44","37222.6","1114.82","147","54","2067.92","845.968","78.1561","45.7053","67.7462","39.6177","5","2","2","1","0","0.175","7","0","0.175","7","33","40","25","3","33","40","25","0","1","2","0","4","0","1","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L958","byte[] readAllWithRead4(FSDataInputStream fsdis, boolean close)","org.apache.hadoop.tools.TestHadoopArchives.readAllWithRead4(LFSDataInputStream;Z)[B","L864","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.6.0\hadoop-tools\hadoop-archives\src\test\java\org\apache\hadoop\tools\TestHadoopArchives.java","429","3","459","4","0","0","0","0","0","0","0","0","248.032","33.0556","21292.7","768.224","113","52","1182.93","644.15","82.8242","48.4352","73.0388","42.7128","5","4","3","1","0","0.15625","5","0","0.15625","5","27","31","17","2","27","31","17","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L956","byte[] readAllWithSeek(int totalLength, FSDataInputStream fsdis, boolean close)","org.apache.hadoop.tools.TestHadoopArchives.readAllWithSeek(ILFSDataInputStream;Z)[B","L864","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.6.0\hadoop-tools\hadoop-archives\src\test\java\org\apache\hadoop\tools\TestHadoopArchives.java","461","3","515","4","0","0","0","0","0","0","0","0","320.723","49.5","59400","1522.38","200","64","3300","1200","71.8202","42.0001","59.6885","34.9056","6","4","4","1","1","0.188679","10","0","0.188679","10","43","55","33","3","43","55","33","0","0","3","0","3","0","0","0","0","0","0","0","1","0","0","0","0","2","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
